,coilno,clean
33142,482196,0
33143,482197,1
33144,482201,1
33145,482202,1
33146,482203,1
33147,482204,1
33148,482205,1
33149,482206,1
33150,482207,1
33151,482208,1
33152,482209,1
33153,482210,1
33154,482211,1
33155,482212,1
33156,482213,1
33157,482214,1
33158,482217,1
33159,482229,1
33160,482226,1
33161,482228,1
33162,482230,1
33163,482231,1
33164,482232,1
33165,482233,1
33166,482235,1
33167,482236,1
33168,482237,1
33169,482238,1
33170,482239,1
33171,482240,1
33172,482241,1
33173,482242,1
33174,482243,1
33175,482244,1
33176,482245,1
33177,482246,1
33178,482247,1
33179,482248,1
33180,482249,1
33181,482250,1
33182,482251,1
33183,482252,1
33184,482253,1
33185,482254,1
33186,482255,1
33187,482256,1
33188,482257,1
33189,482258,1
33190,482259,1
33191,482260,1
33192,482261,1
33193,482262,1
33194,482263,1
33195,482264,1
33196,482265,1
33197,482266,1
33198,482267,1
33199,482268,1
33200,482269,1
33201,482270,1
33202,482271,1
33203,482272,1
33204,482273,1
33205,482274,1
33206,482275,1
33207,482277,1
33208,482278,1
33209,482279,1
33210,482280,1
33211,482281,1
33212,482283,1
33213,482284,1
33214,482285,1
33215,482286,1
33216,482287,1
33217,482288,1
33218,482289,1
33219,482290,1
33220,482291,1
33221,482292,1
33222,482293,1
33223,482294,1
33224,482295,1
33225,482296,1
33226,482297,1
33227,482298,1
33228,482300,1
33229,482301,1
33230,482302,1
33231,482303,1
33232,482304,1
33233,482305,1
33234,482308,1
33235,482309,1
33236,482310,1
33237,482311,1
33238,482312,1
33239,482313,1
33240,482314,1
33241,482315,1
33242,482316,1
33243,482317,1
33244,482318,1
33245,482319,1
33246,482320,1
33247,482321,1
33248,482322,1
33249,482323,1
33250,482324,1
33251,482325,1
33252,482326,1
33253,482327,1
33254,482328,1
33255,482329,1
33256,482330,1
33257,482331,1
33258,482332,1
33259,482333,1
33260,482334,1
33261,482335,1
33262,482336,1
33263,482337,1
33264,482338,1
33265,482339,1
33266,482340,1
33267,482341,1
33268,482342,1
33269,482343,1
33270,482344,1
33271,482345,1
33272,482347,1
33273,482348,1
33274,482349,1
33275,482350,1
33276,482351,1
33277,482352,1
33278,482353,1
33279,482354,1
33280,482355,1
33281,482356,1
33282,482357,1
33283,482358,1
33284,482359,1
33285,482360,1
33286,482361,1
33287,482362,1
33288,482363,1
33289,482364,1
33290,482365,1
33291,482366,1
33292,482367,1
33293,482368,1
33294,482369,1
33295,482370,1
33296,482371,1
33297,482372,1
33298,482810,1
33299,482811,1
33300,482812,1
33301,482813,1
33302,482814,1
33303,482815,1
33304,482816,1
33305,482817,1
33306,482818,1
33307,482819,1
33308,482820,1
33309,482821,1
33310,482822,1
33311,482823,1
33312,482824,1
33313,482825,1
33314,482826,1
33315,482827,1
33316,482829,1
33317,482830,1
33318,482831,1
33319,482832,1
33320,482833,1
33321,482834,1
33322,482835,1
33323,483164,1
33324,483165,1
33325,483166,1
33326,483167,1
33327,483168,1
33328,483169,1
33329,483170,1
33330,483171,1
33331,483172,1
33332,483173,1
33333,483174,1
33334,483175,1
33335,483176,1
33336,483177,1
33337,483179,1
33338,483180,1
33339,483181,1
33340,483183,1
33341,483184,1
33342,483185,1
33343,483186,1
33344,483187,1
33345,483188,1
33346,483189,1
33347,483190,1
33348,483191,1
33349,483192,1
33350,483193,1
33351,483194,1
33352,483195,1
33353,483196,1
33354,483197,1
33355,483198,1
33356,483199,1
33357,483200,1
33358,483201,1
33359,483202,1
33360,483203,1
33361,483205,1
33362,483206,1
33363,483207,1
33364,483208,1
33365,483209,1
33366,483210,1
33367,483211,1
33368,483212,1
33369,483213,1
33370,483214,1
33371,483215,1
33372,483216,1
33373,483217,1
33374,483218,1
33375,483219,1
33376,483221,1
33377,483222,1
33378,483224,1
33379,483225,1
33380,482836,1
33381,482837,1
33382,482838,1
33383,482839,1
33384,482840,1
33385,482841,1
33386,482842,1
33387,482843,1
33388,482844,1
33389,482845,1
33390,482846,1
33391,482847,1
33392,482848,1
33393,482849,1
33394,482850,1
33395,482851,1
33396,482852,1
33397,482853,1
33398,482854,1
33399,482855,1
33400,482856,1
33401,482857,1
33402,482858,1
33403,482859,1
33404,482860,1
33405,482861,1
33406,482864,1
33407,482865,1
33408,482866,1
33409,482867,1
33410,482868,1
33411,482869,1
33412,482870,1
33413,482871,1
33414,482872,1
33415,482873,1
33416,482874,1
33417,482875,1
33418,482876,1
33419,482877,1
33420,482878,1
33421,482879,1
33422,482880,1
33423,482881,1
33424,482882,1
33425,482883,1
33426,482884,1
33427,482885,1
33428,482886,1
33429,482887,1
33430,482888,1
33431,482889,1
33432,482890,1
33433,482891,1
33434,482892,1
33435,482893,1
33436,482894,0
33437,482895,1
33438,482896,1
33439,482897,1
33440,482898,1
33441,482899,1
33442,482900,1
33443,482901,1
33444,482902,1
33445,482903,1
33446,482904,1
33447,482905,1
33448,482906,1
33449,483226,1
33450,483227,1
33451,483228,1
33452,483229,1
33453,483230,1
33454,483231,1
33455,483232,1
33456,483233,1
33457,483234,1
33458,483235,1
33459,483236,1
33460,483237,1
33461,483238,1
33462,483239,1
33463,483240,1
33464,483241,1
33465,483242,1
33466,483243,1
33467,483244,1
33468,483245,1
33469,483246,1
33470,483247,1
33471,482907,1
33472,482908,1
33473,482911,1
33474,482912,1
33475,482913,1
33476,482914,1
33477,482915,1
33478,482916,1
33479,482917,1
33480,482918,1
33481,482919,1
33482,482920,1
33483,482921,1
33484,482922,1
33485,482923,1
33486,482924,1
33487,482925,1
33488,482926,1
33489,482927,1
33490,482373,1
33491,482374,1
33492,482375,1
33493,482376,1
33494,482377,1
33495,482378,1
33496,482379,1
33497,482380,1
33498,482381,1
33499,482382,1
33500,482383,0
33501,482384,0
33502,482385,1
33503,482386,1
33504,482388,1
33505,482389,1
33506,482390,1
33507,482391,1
33508,482392,1
33509,482393,1
33510,482394,1
33511,482395,1
33512,482396,1
33513,482397,1
33514,482398,1
33515,482399,1
33516,482400,1
33517,482401,1
33518,482402,1
33519,482403,1
33520,482404,1
33521,482405,1
33522,482406,1
33523,482407,1
33524,482408,1
33525,482409,1
33526,482410,1
33527,482411,1
33528,482412,1
33529,482413,1
33530,482414,1
33531,482415,1
33532,482416,1
33533,482417,1
33534,482418,1
33535,482419,1
33536,482420,1
33537,482421,1
33538,482422,1
33539,482423,1
33540,482424,1
33541,482425,1
33542,482426,1
33543,482427,1
33544,482428,1
33545,482429,1
33546,482430,1
33547,482431,1
33548,482432,1
33549,482433,1
33550,482434,1
33551,482435,1
33552,482436,1
33553,482437,1
33554,482438,1
33555,482439,1
33556,482440,1
33557,482441,1
33558,482442,1
33559,482443,1
33560,482444,1
33561,482445,1
33562,482446,1
33563,482447,1
33564,482448,1
33565,482449,1
33566,482450,1
33567,482451,1
33568,482452,1
33569,482453,1
33570,482454,1
33571,482455,1
33572,482456,1
33573,482457,1
33574,482458,1
33575,482459,1
33576,482460,1
33577,482461,1
33578,482462,1
33579,482463,1
33580,482464,1
33581,482465,1
33582,482466,1
33583,482467,0
33584,482468,1
33585,482469,1
33586,482470,1
33587,482471,1
33588,482472,1
33589,482473,1
33590,482474,1
33591,482475,1
33592,482476,1
33593,482477,1
33594,482478,1
33595,482479,1
33596,482480,1
33597,482481,1
33598,482482,1
33599,482483,1
33600,482484,1
33601,482485,1
33602,482486,1
33603,482487,1
33604,482488,1
33605,482489,1
33606,482490,1
33607,482491,1
33608,482492,1
33609,482493,1
33610,482494,1
33611,482495,1
33612,482496,1
33613,482497,1
33614,482498,1
33615,482499,1
33616,482500,1
33617,482501,1
33618,482502,1
33619,482503,1
33620,482506,1
33621,482507,1
33622,482508,1
33623,482509,1
33624,482510,1
33625,482511,1
33626,482512,1
33627,482513,1
33628,482514,1
33629,482515,1
33630,482517,1
33631,482518,1
33632,482519,1
33633,482520,1
33634,482521,1
33635,482522,1
33636,482523,1
33637,482524,1
33638,482525,1
33639,482526,1
33640,482527,1
33641,482528,1
33642,482529,1
33643,482530,1
33644,482531,1
33645,482532,1
33646,482533,1
33647,482534,1
33648,482535,1
33649,482536,1
33650,482537,1
33651,482538,1
33652,482539,1
33653,482540,1
33654,482541,1
33655,482542,1
33656,482543,1
33657,482544,1
33658,482545,1
33659,482546,1
33660,482547,1
33661,482548,1
33662,482549,1
33663,482550,1
33664,482551,1
33665,482552,1
33666,482553,1
33667,482554,1
33668,482555,1
33669,482556,1
33670,482557,1
33671,482558,1
33672,482559,1
33673,482560,1
33674,482561,1
33675,482562,1
33676,482563,1
33677,482564,1
33678,482565,1
33679,482566,1
33680,482567,1
33681,482568,1
33682,482569,1
33683,482570,1
33684,482571,1
33685,482572,1
33686,482573,1
33687,482574,1
33688,482575,1
33689,482576,1
33690,482577,1
33691,482578,1
33692,482579,1
33693,482580,1
33694,482581,1
33695,482582,1
33696,482583,1
33697,482584,1
33698,482585,1
33699,482586,1
33700,482587,1
33701,482588,1
33702,482589,1
33703,482590,1
33704,482592,1
33705,482593,1
33706,482594,1
33707,482595,1
33708,482596,1
33709,482597,0
33710,482598,1
33711,482599,1
33712,482600,1
33713,482601,1
33714,482602,1
33715,482603,1
33716,482604,1
33717,482605,1
33718,482606,1
33719,482607,1
33720,482608,1
33721,482609,1
33722,482610,1
33723,482611,1
33724,482612,1
33725,482613,1
33726,482614,1
33727,482615,1
33728,482616,1
33729,482617,1
33730,482618,0
33731,482619,1
33732,482620,1
33733,482621,1
33734,482622,1
33735,482623,1
33736,482624,1
33737,482625,1
33738,482626,1
33739,482627,1
33740,482628,1
33741,482629,1
33742,482630,1
33743,482631,1
33744,482632,1
33745,482633,1
33746,482634,1
33747,482635,1
33748,482636,1
33749,482637,1
33750,482638,1
33751,482639,1
33752,482640,1
33753,482641,1
33754,482642,1
33755,482643,1
33756,482644,1
33757,482645,1
33758,482646,1
33759,482647,1
33760,482648,1
33761,482649,1
33762,482650,1
33763,482651,1
33764,482652,1
33765,482653,1
33766,482654,1
33767,482655,1
33768,482656,1
33769,482657,1
33770,482658,1
33771,482659,1
33772,482660,1
33773,482661,1
33774,482662,1
33775,482663,1
33776,482664,1
33777,482665,1
33778,482666,1
33779,482667,1
33780,482668,1
33781,482669,1
33782,482670,1
33783,482671,1
33784,482672,1
33785,482673,1
33786,482674,1
33787,482675,1
33788,482676,1
33789,482678,1
33790,482679,1
33791,482680,1
33792,482681,1
33793,482682,1
33794,482683,1
33795,482684,1
33796,482685,1
33797,482686,1
33798,482687,1
33799,482688,1
33800,482689,1
33801,482690,1
33802,482691,1
33803,482692,1
33804,482693,1
33805,482694,1
33806,482695,1
33807,482696,1
33808,482697,1
33809,482698,1
33810,482699,1
33811,482700,1
33812,482701,1
33813,482702,1
33814,482703,1
33815,482704,1
33816,482705,1
33817,482706,1
33818,482707,1
33819,482708,1
33820,482709,1
33821,482710,1
33822,482711,1
33823,482712,1
33824,482713,1
33825,482714,1
33826,482715,1
33827,482716,1
33828,482717,1
33829,482718,1
33830,482719,1
33831,482720,1
33832,482721,1
33833,482722,1
33834,482723,1
33835,482724,1
33836,482725,1
33837,482726,1
33838,482727,1
33839,482728,1
33840,482729,1
33841,482730,1
33842,482731,1
33843,482732,1
33844,482733,1
33845,482734,1
33846,482735,1
33847,482736,1
33848,482737,1
33849,482738,1
33850,482739,1
33851,482740,1
33852,482741,1
33853,482742,1
33854,482743,1
33855,482744,1
33856,482745,1
33857,482746,1
33858,482747,1
33859,482748,1
33860,482749,1
33861,482750,1
33862,482751,1
33863,482752,1
33864,482753,1
33865,482754,1
33866,482755,1
33867,482756,1
33868,482757,1
33869,482758,1
33870,482759,1
33871,482760,1
33872,482761,1
33873,482762,1
33874,482763,1
33875,482764,1
33876,482765,1
33877,482766,1
33878,482767,1
33879,482768,1
33880,482769,1
33881,482770,1
33882,482771,1
33883,482772,1
33884,482773,1
33885,482774,1
33886,482775,1
33887,482776,1
33888,482777,1
33889,482779,1
33890,482780,1
33891,482781,1
33892,482782,1
33893,482783,1
33894,482784,1
33895,482785,1
33896,482786,1
33897,482787,1
33898,482788,1
33899,482789,1
33900,482790,1
33901,482791,1
33902,482792,1
33903,482793,1
33904,482794,1
33905,482795,1
33906,482796,1
33907,482798,1
33908,482799,1
33909,482800,1
33910,482801,1
33911,482802,1
33912,482803,1
33913,482804,1
33914,482805,1
33915,482806,1
33916,482807,1
33917,482808,1
33918,482809,1
33919,483248,1
33920,483249,1
33921,483250,1
33922,483251,1
33923,483252,1
33924,483253,1
33925,483254,1
33926,483255,1
33927,483256,1
33928,483257,1
33929,483258,1
33930,483259,1
33931,483260,1
33932,483261,1
33933,483262,1
33934,483263,1
33935,483264,1
33936,483265,1
33937,483266,1
33938,483267,1
33939,483268,1
33940,483270,1
33941,483271,1
33942,483272,1
33943,483273,1
33944,483274,1
33945,483275,1
33946,483276,1
33947,483277,1
33948,483278,1
33949,483279,1
33950,483280,1
33951,483281,1
33952,483282,1
33953,483283,1
33954,483284,1
33955,483285,1
33956,483286,1
33957,483287,1
33958,483288,1
33959,483289,1
33960,483290,1
33961,483291,1
33962,483292,1
33963,483293,1
33964,483294,1
33965,483295,1
33966,483296,1
33967,483297,1
33968,483298,1
33969,483299,1
33970,483300,1
33971,483301,1
33972,483302,1
33973,483303,1
33974,483304,1
33975,483305,1
33976,483306,1
33977,483307,1
33978,483308,1
33979,483309,1
33980,483310,1
33981,483311,1
33982,483312,1
33983,483313,1
33984,483314,1
33985,483315,1
33986,483316,1
33987,483317,1
33988,483318,1
33989,483319,1
33990,483320,1
33991,483321,1
33992,483322,1
33993,483323,1
33994,483324,1
33995,483325,1
33996,483326,1
33997,483327,1
33998,483328,1
33999,483329,1
34000,483330,1
34001,483331,1
34002,483332,1
34003,483333,1
34004,483334,1
34005,483335,1
34006,483336,1
34007,483337,1
34008,483338,1
34009,483339,1
34010,483340,1
34011,483341,1
34012,483342,1
34013,483343,1
34014,483344,1
34015,483345,1
34016,483346,1
34017,483347,1
34018,483348,1
34019,483349,1
34020,483350,1
34021,483351,1
34022,483352,1
34023,483353,1
34024,483354,1
34025,483355,1
34026,483356,1
34027,483357,1
34028,483358,1
34029,483359,1
34030,483360,1
34031,483361,1
34032,483362,1
34033,483363,1
34034,483364,1
34035,483365,1
34036,483366,1
34037,483367,1
34038,483368,1
34039,483369,1
34040,483370,1
34041,483371,1
34042,483372,1
34043,483373,1
34044,483374,1
34045,483375,1
34046,483376,1
34047,483377,1
34048,483378,1
34049,483379,1
34050,483380,1
34051,483381,1
34052,483382,1
34053,483383,1
34054,483384,1
34055,483385,1
34056,483386,1
34057,483387,1
34058,483388,1
34059,483389,1
34060,483390,1
34061,483391,1
34062,483392,1
34063,483393,1
34064,483394,1
34065,483395,1
34066,483396,1
34067,483397,1
34068,483398,1
34069,483399,1
34070,483400,1
34071,483401,1
34072,483402,1
34073,483403,1
34074,483404,1
34075,483405,1
34076,483406,1
34077,483407,1
34078,483408,1
34079,483409,1
34080,483410,1
34081,483411,1
34082,483412,1
34083,483413,1
34084,483414,1
34085,483415,1
34086,483416,1
34087,483417,1
34088,483418,1
34089,483419,1
34090,483420,1
34091,483421,1
34092,483422,1
34093,483423,1
34094,483424,1
34095,483425,1
34096,483426,1
34097,483427,1
34098,483428,1
34099,483429,1
34100,483430,1
34101,483431,1
34102,483432,1
34103,483433,1
34104,483434,1
34105,483435,1
34106,483436,1
34107,483437,1
34108,483438,1
34109,483439,1
34110,483440,1
34111,483441,1
34112,483442,1
34113,483443,1
34114,483444,1
34115,483445,1
34116,483446,1
34117,483447,1
34118,483448,1
34119,483449,1
34120,483450,1
34121,483451,1
34122,483452,1
34123,483453,1
34124,483454,1
34125,483455,1
34126,483456,1
34127,483457,1
34128,483458,1
34129,483459,1
34130,483460,1
34131,483461,1
34132,483462,1
34133,483463,1
34134,483464,1
34135,483465,1
34136,483466,1
34137,483467,1
34138,483468,1
34139,483469,1
34140,483470,1
34141,483471,1
34142,483472,1
34143,483473,1
34144,483474,1
34145,483475,1
34146,490001,1
34147,490002,1
34148,490004,1
34149,490005,1
34150,490006,1
34151,490007,1
34152,490008,1
34153,490009,1
34154,490010,1
34155,490011,1
34156,490012,1
34157,490013,1
34158,490014,1
34159,490015,1
34160,490016,1
34161,490017,1
34162,490018,1
34163,490019,1
34164,490020,1
34165,490021,1
34166,490022,1
34167,490023,1
34168,490024,1
34169,490025,1
34170,490026,1
34171,490027,1
34172,490028,1
34173,490029,1
34174,490030,1
34175,490031,1
34176,490032,1
34177,490033,1
34178,490034,1
34179,490035,1
34180,490036,1
34181,490037,1
34182,490038,1
34183,490039,1
34184,490040,1
34185,490041,1
34186,490042,1
34187,490043,1
34188,490044,1
34189,490045,1
34190,490046,1
34191,490047,1
34192,490048,1
34193,490049,1
34194,490050,1
34195,490051,1
34196,490052,1
34197,490053,1
34198,490054,1
34199,490055,1
34200,490056,1
34201,490057,1
34202,490058,1
34203,490059,1
34204,490060,1
34205,490061,1
34206,490062,1
34207,490063,1
34208,490064,1
34209,490065,1
34210,490066,1
34211,490067,1
34212,490068,1
34213,490069,1
34214,490070,1
34215,490071,1
34216,490072,1
34217,490073,1
34218,490074,1
34219,490075,1
34220,490076,1
34221,490077,1
34222,490078,1
34223,490079,1
34224,490080,1
34225,490081,1
34226,490082,1
34227,490083,1
34228,490084,1
34229,490085,1
34230,490086,1
34231,490087,1
34232,490088,1
34233,490089,1
34234,490090,1
34235,490091,1
34236,490092,1
34237,490093,1
34238,490094,1
34239,490095,1
34240,490096,1
34241,490097,1
34242,490098,1
34243,490099,1
34244,490100,1
34245,490101,1
34246,490102,1
34247,490103,1
34248,490104,1
34249,490105,1
34250,490106,1
34251,490107,1
34252,490108,1
34253,490109,1
34254,490110,1
34255,490111,1
34256,490112,1
34257,490113,1
34258,490114,1
34259,490115,1
34260,490116,1
34261,490117,1
34262,490118,1
34263,490119,1
34264,490120,1
34265,490121,1
34266,490122,1
34267,490123,1
34268,490124,1
34269,490125,1
34270,490126,1
34271,490127,1
34272,490128,1
34273,490129,1
34274,490130,1
34275,490131,1
34276,490132,1
34277,490133,1
34278,490134,1
34279,490135,1
34280,490136,1
34281,490137,1
34282,490138,1
34283,490139,1
34284,490141,1
34285,490142,1
34286,490143,1
34287,490144,1
34288,490145,1
34289,490146,1
34290,490147,1
34291,490148,1
34292,490149,1
34293,490150,1
34294,490151,1
34295,490152,1
34296,490153,1
34297,490155,1
34298,490156,1
34299,490157,1
34300,490158,1
34301,490159,1
34302,490160,1
34303,490161,0
34304,490162,0
34305,490163,0
34306,490164,1
34307,490165,1
34308,490166,1
34309,490167,1
34310,490168,1
34311,490169,1
34312,490170,1
34313,490171,1
34314,490172,1
34315,490173,1
34316,490174,1
34317,490175,1
34318,490176,1
34319,490177,1
34320,490178,1
34321,490180,1
34322,490181,1
34323,490182,1
34324,490183,1
34325,490184,1
34326,490185,1
34327,490186,1
34328,490187,1
34329,490188,1
34330,490189,1
34331,490190,1
34332,490191,1
34333,490192,1
34334,490193,1
34335,490194,1
34336,490195,1
34337,490196,1
34338,490197,1
34339,490198,1
34340,490199,1
34341,490200,1
34342,490201,1
34343,490202,1
34344,490203,1
34345,490204,1
34346,482928,1
34347,482929,1
34348,482930,1
34349,482931,1
34350,482932,1
34351,482933,1
34352,482934,1
34353,482935,1
34354,482936,1
34355,482937,1
34356,482938,1
34357,482939,1
34358,482940,1
34359,482941,1
34360,482942,1
34361,482943,1
34362,482944,1
34363,482945,1
34364,482946,1
34365,482947,1
34366,482948,1
34367,482949,1
34368,482950,1
34369,482951,1
34370,482952,1
34371,482953,1
34372,482954,1
34373,482955,1
34374,482956,1
34375,482957,1
34376,482958,1
34377,482959,1
34378,482960,1
34379,482961,1
34380,482962,1
34381,482963,1
34382,482964,1
34383,482965,1
34384,482967,1
34385,482968,1
34386,482969,1
34387,482970,1
34388,482971,1
34389,482972,1
34390,482973,1
34391,482974,1
34392,482975,1
34393,482976,1
34394,482977,1
34395,482978,1
34396,482979,1
34397,482980,1
34398,482981,1
34399,482982,1
34400,482983,1
34401,482984,1
34402,482985,1
34403,482986,1
34404,482987,1
34405,482988,1
34406,482989,1
34407,482990,1
34408,482991,1
34409,482992,1
34410,482993,1
34411,482994,1
34412,482995,1
34413,482996,1
34414,482997,1
34415,482998,1
34416,482999,1
34417,483000,1
34418,483001,1
34419,483002,1
34420,483003,1
34421,483004,1
34422,483005,1
34423,483006,1
34424,483007,1
34425,483008,1
34426,483009,1
34427,483010,1
34428,483011,1
34429,483012,1
34430,483013,1
34431,483014,1
34432,483015,1
34433,483016,1
34434,483017,1
34435,483018,1
34436,483019,1
34437,483020,1
34438,483021,1
34439,483022,1
34440,483023,1
34441,483024,1
34442,483025,1
34443,483026,1
34444,483027,1
34445,483028,1
34446,483029,1
34447,483030,1
34448,483031,1
34449,483032,1
34450,483033,1
34451,483034,1
34452,483035,1
34453,483036,1
34454,483037,1
34455,483038,1
34456,483039,1
34457,483040,1
34458,483041,1
34459,483042,1
34460,483043,1
34461,483044,1
34462,483045,1
34463,483046,1
34464,483047,1
34465,483048,1
34466,483049,1
34467,483050,1
34468,483051,1
34469,483052,1
34470,483053,1
34471,483054,1
34472,483055,1
34473,483056,1
34474,483057,1
34475,483058,1
34476,483062,1
34477,483069,1
34478,483070,1
34479,483071,1
34480,483072,1
34481,483073,1
34482,483074,1
34483,483075,1
34484,483076,1
34485,483077,1
34486,483078,1
34487,483079,1
34488,483080,1
34489,483081,1
34490,483082,1
34491,483083,1
34492,483084,1
34493,483085,1
34494,483086,1
34495,483087,1
34496,483088,1
34497,483090,1
34498,483091,1
34499,483092,1
34500,483093,1
34501,483095,1
34502,483096,1
34503,483101,1
34504,483102,1
34505,483103,1
34506,483104,1
34507,483106,1
34508,483108,1
34509,483109,1
34510,483110,1
34511,483111,1
34512,483112,1
34513,483113,1
34514,483115,1
34515,483116,1
34516,483117,1
34517,483118,1
34518,483119,1
34519,483120,1
34520,483121,1
34521,483122,1
34522,483123,1
34523,483124,1
34524,483125,1
34525,483126,1
34526,483127,1
34527,483128,1
34528,483129,1
34529,483130,1
34530,483131,1
34531,483132,1
34532,483133,1
34533,483134,1
34534,483135,1
34535,483136,1
34536,483137,1
34537,483138,1
34538,483139,1
34539,483140,1
34540,483141,1
34541,483142,1
34542,483143,1
34543,483144,1
34544,483145,1
34545,483146,1
34546,483147,1
34547,483148,1
34548,483149,1
34549,483150,1
34550,483151,1
34551,483152,1
34552,483153,1
34553,483154,1
34554,483155,1
34555,483156,1
34556,483157,1
34557,483158,1
34558,483159,1
34559,483160,1
34560,483161,1
34561,483162,1
34562,483163,1
34563,483476,1
34564,483477,1
34565,483479,1
34566,483480,1
34567,483481,1
34568,483482,1
34569,483483,1
34570,483484,1
34571,483485,1
34572,483486,1
34573,483487,1
34574,483488,1
34575,483489,1
34576,483490,0
34577,483491,1
34578,483492,1
34579,483493,1
34580,483494,1
34581,483495,1
34582,483496,1
34583,483497,1
34584,483498,1
34585,483499,1
34586,483500,1
34587,483501,1
34588,483502,1
34589,483503,1
34590,483504,1
34591,483505,1
34592,483506,1
34593,483508,1
34594,483510,1
34595,483511,1
34596,483512,1
34597,483513,1
34598,483514,1
34599,483515,1
34600,483516,1
34601,483517,1
34602,483518,1
34603,483519,1
34604,483520,1
34605,483521,1
34606,483522,1
34607,483523,1
34608,483524,1
34609,483525,1
34610,483526,1
34611,483527,1
34612,483528,1
34613,483529,1
34614,483530,1
34615,483531,1
34616,483532,1
34617,483533,1
34618,483534,1
34619,483535,1
34620,483536,1
34621,483537,1
34622,483538,1
34623,483539,1
34624,483540,1
34625,483541,1
34626,483542,1
34627,483543,1
34628,483544,1
34629,483545,1
34630,483546,1
34631,483547,1
34632,483548,1
34633,483549,1
34634,483550,1
34635,483551,1
34636,483552,1
34637,483553,1
34638,483554,1
34639,483555,1
34640,483556,1
34641,483557,1
34642,483558,1
34643,483559,1
34644,483560,1
34645,483561,1
34646,483562,1
34647,483563,1
34648,483564,1
34649,483565,1
34650,483566,1
34651,483568,1
34652,483569,1
34653,483570,1
34654,483571,1
34655,483572,1
34656,483573,1
34657,483574,1
34658,483575,1
34659,483576,1
34660,483577,1
34661,483578,1
34662,483579,1
34663,483580,1
34664,483581,1
34665,483582,1
34666,483583,1
34667,483584,1
34668,483585,1
34669,483586,1
34670,483587,1
34671,483588,1
34672,483589,1
34673,483590,1
34674,483591,1
34675,483592,1
34676,483593,1
34677,483594,1
34678,483595,1
34679,483596,1
34680,483597,1
34681,483598,1
34682,483599,1
34683,483600,1
34684,483601,1
34685,483603,1
34686,483604,1
34687,483605,1
34688,483606,1
34689,483607,1
34690,483608,1
34691,483609,1
34692,483610,1
34693,483611,1
34694,483612,1
34695,483613,1
34696,483614,1
34697,483615,1
34698,483616,1
34699,483617,1
34700,483618,1
34701,483619,1
34702,483620,1
34703,483621,1
34704,483622,1
34705,483623,1
34706,483624,1
34707,483625,1
34708,483626,1
34709,483627,1
34710,483628,1
34711,483629,1
34712,483630,1
34713,483631,1
34714,483632,1
34715,483633,1
34716,483634,1
34717,483635,1
34718,483636,1
34719,483638,1
34720,483639,1
34721,483640,1
34722,483641,1
34723,483642,1
34724,483643,1
34725,483644,1
34726,483645,1
34727,483646,1
34728,483647,1
34729,483648,1
34730,483649,1
34731,483650,1
34732,483651,1
34733,483652,1
34734,483653,1
34735,483654,1
34736,483655,1
34737,483656,1
34738,483657,1
34739,483658,1
34740,483659,1
34741,483660,1
34742,483661,1
34743,483662,1
34744,483663,1
34745,483664,1
34746,483665,1
34747,483666,1
34748,483667,1
34749,483668,1
34750,483669,1
34751,483670,1
34752,483671,1
34753,483672,1
34754,483673,1
34755,483674,1
34756,483675,1
34757,483676,1
34758,483677,1
34759,483678,1
34760,483679,1
34761,483680,1
34762,483681,1
34763,483682,1
34764,483684,1
34765,483685,1
34766,483686,1
34767,483687,1
34768,483688,1
34769,483689,1
34770,483690,1
34771,483691,1
34772,483692,1
34773,483693,1
34774,483694,1
34775,483695,1
34776,483696,1
34777,483697,1
34778,483698,1
34779,483699,1
34780,483700,1
34781,483701,1
34782,483702,1
34783,483703,1
34784,483704,1
34785,483705,1
34786,483706,1
34787,483707,1
34788,483708,1
34789,483709,1
34790,483710,1
34791,483711,1
34792,483712,1
34793,483713,1
34794,483714,1
34795,483715,1
34796,483716,1
34797,483717,1
34798,483718,1
34799,483719,1
34800,483720,1
34801,483721,1
34802,483722,1
34803,483723,1
34804,483724,1
34805,483725,1
34806,483726,1
34807,483727,1
34808,483728,1
34809,483729,1
34810,483730,1
34811,483731,1
34812,483732,1
34813,483733,1
34814,483734,1
34815,483735,1
34816,483736,1
34817,483737,1
34818,483738,1
34819,483739,1
34820,483740,1
34821,483741,1
34822,483742,1
34823,483743,1
34824,483744,1
34825,490205,1
34826,490206,1
34827,490207,1
34828,490208,1
34829,490209,1
34830,490210,1
34831,490211,1
34832,490212,1
34833,490213,1
34834,490214,1
34835,490215,1
34836,490216,1
34837,490217,1
34838,490218,1
34839,490219,1
34840,490220,1
34841,490221,1
34842,490222,1
34843,490223,1
34844,490224,1
34845,490225,1
34846,490226,1
34847,490227,1
34848,490228,1
34849,490229,1
34850,490230,1
34851,490231,1
34852,490232,1
34853,490233,1
34854,490234,1
34855,490235,1
34856,490236,1
34857,490237,1
34858,490240,1
34859,490241,1
34860,490242,1
34861,490243,1
34862,490244,1
34863,490245,1
34864,490246,1
34865,490247,1
34866,490248,1
34867,490249,1
34868,490250,1
34869,490251,1
34870,490252,1
34871,490253,1
34872,490433,1
34873,490254,1
34874,490255,1
34875,490258,1
34876,490259,1
34877,490260,1
34878,490261,1
34879,490262,1
34880,490263,1
34881,490264,1
34882,490265,1
34883,490266,1
34884,490267,1
34885,490268,1
34886,490269,1
34887,490270,1
34888,490271,1
34889,490272,1
34890,490273,1
